"Name","BuildingLevel","TID","InfoTID","BuildingClass","SecondaryTargetingClass","ShopBuildingClass","SWF","ExportName","ExportNameNpc","ExportNameConstruction","ExportNameLocked","BuildTimeD","BuildTimeH","BuildTimeM","BuildTimeS","BuildResource","BuildCost","TownHallLevel","CapitalHallLevel","Width","Height","Icon","ExportNameBuildAnim","ExportNameUpgradeAnim","MaxStoredGold","MaxStoredElixir","MaxStoredDarkElixir","MaxStoredSourElixir","MaxStoredCommonOre","MaxStoredRareOre","MaxStoredEpicOre","MaxStoredWarGold","MaxStoredWarElixir","MaxStoredWarDarkElixir","MaxStoredGold2","MaxStoredElixir2","PercentageStoredGold","PercentageStoredElixir","PercentageStoredDarkElixir","LootOnDestruction","Bunker","Blacksmith","ArmySlotType","HousingSpace","HousingSpaceAlt","HousingSpaceSiege","ProducesResource","ResourcePer100Hours","ResourceMax","ResourceIconLimit","UnitProduction","UpgradesUnitType","ProducesUnitsOfType","LevelRequirementTID","BoostCost","FreeBoost","Hitpoints","RegenTime","AttackRange","AltAttackMode","AltAttackRange","PrepareSpeed","AttackSpeed","AltAttackSpeed","CoolDownOverride","DPS","AltDPS","Damage","DamageMulti","PreferredTarget","PreferredTargetDamageMod","RandomHitPosition","DestroyEffect","DestroyDamageEffect","AttackEffect","AttackEffect2","ChainAttackDistance","ChainAttackMaxTargets","ChainAttackDelay","ChainAttackDamageReductionPercent","AttackEffectAlt","HitEffect","Projectile","AltProjectile","ExportNameDamagedSWF","ExportNameDamaged","BuildingW","BuildingH","BaseGfx","ExportNameBase","AirTargets","GroundTargets","MultiTargets","NumMultiTargets","MultiHitsTarget","AltAirTargets","AltGroundTargets","AltMultiTargets","AmmoCount","AmmoResource","AmmoCost","MinAttackRange","DamageRadius","PushBack","WallCornerPieces","LoadAmmoEffect","NoAmmoEffect","ToggleAttackModeEffect","PickUpEffect","PlacingEffect","AnimateTurret","DefenderCharacter","DefenderCount","DefenderZ","AltDefenderZ","DestructionXP","Locked","StartingHomeCount","Hidden","AOESpell","AOESpellAlternate","TriggerRadius","ExportNameTriggered","AppearEffect","ForgesSpells","ForgesMiniSpells","IsHeroBarrack","HeroType","IncreasingDamage","DPSLv2","DPSLv3","DPSMulti","Lv2SwitchTime","Lv3SwitchTime","AttackEffectLv2","AttackEffectLv3","TransitionEffectLv2","TransitionEffectLv3","AltNumMultiTargets","PreventsHealing","StrengthWeight","AlternatePickNewTargetDelay","AltBuildResource","SpeedMod","StatusEffectTime","ShockwavePushStrength","ShockwaveArcLength","ShockwaveExpandRadius","TargetingConeAngle","AimRotateStep","PenetratingProjectile","PenetratingRadius","PenetratingExtraRange","TurnSpeed","NeedsAim","TargetGroups","TargetGroupsRadius","HitSpell","HitSpellLevel","ExportNameBeamStart","ExportNameBeamEnd","Damage2","Damage2Radius","Damage2Delay","Damage2Min","Damage2FalloffStart","Damage2FalloffEnd","HitEffect2","WakeUpSpeed","WakeUpSpace","PreAttackEffect","ShareHeroCombatData","BurstCount","BurstDelay","AltBurstCount","AltBurstDelay","DummyProjectileCount","DieDamage","DieDamageRadius","DieDamageEffect","DieDamageDelay","IsRed","VillageType","RedMul","GreenMul","BlueMul","RedAdd","GreenAdd","BlueAdd","DefenceTroopCount","DefenceTroopCharacter","DefenceTroopCharacter2","DefenceTroopLevel","AmountCanBeUpgraded","SelfAsAoeCenter","NewTargetAttackDelay","GearUpBuilding","GearUpLevelRequirement","GearUpResource","GearUpCost","GearUpTime","GearUpTID","StartUpgradeBoosterCost","ActivateCombatOnDamageTaken","ActivatedCombatAddBuildingClass","CombatActivationDelay","CombatActivationEffect","Weapon","HintPriority","UpgradeTasks","UpgradeTasksRequired","AnimationActionFrame","SpellOnNearbyDamage","DamagePermilHp","ProjectileVariantByTargetMaxHP","DefaultProjectileVariant","PreviewScenario","AltPreviewScenario","CustomTargetHitBuildingInRange","UnlockWeaponMode","Stage","SecondaryTroop","SecondaryTroopCnt","SecondaryTroopLvl","HealthRecoveryPercent","MergeRequirement","ProjectileBounces"
,6,,,,,,,"bomb_tower_lvl6",,,,3,0,0,0,,4000000,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,,,,,,,,,56,,,,,,,,"Bomb Tower Destroyed4",,,,,,,,"Bomb Tower Hit3","Bomb Tower Ammo3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BomberTower_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,"bomb_tower_lvl7",,,,8,0,0,0,,6300000,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,,,,,,,64,,,,,,,,"Bomb Tower Destroyed4",,,,,,,,"Bomb Tower Hit3","Bomb Tower Ammo3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BomberTower_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,,"bomb_tower_lvl8",,,,9,0,0,0,,8800000,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,,,,,,,,,72,,,,,,,,"Bomb Tower Destroyed4",,,,,,,,"Bomb Tower Hit3","Bomb Tower Ammo3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BomberTower_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,"bomb_tower_lvl9",,,,13,0,0,0,,12300000,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,,,,,,,,,84,,,,,,,,"Bomb Tower Destroyed4",,,,,,,,"Bomb Tower Hit3","Bomb Tower Ammo3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BomberTower_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,"bomb_tower_lvl10",,,,13,12,0,0,,20000000,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,,,,,,,,,94,,,,,,,,"Bomb Tower Destroyed4",,,,,,,,"Bomb Tower Hit3","Bomb Tower Ammo3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BomberTower_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,,,,,,,"bomb_tower_lvl11",,,,14,12,0,0,,20800000,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,,,,,,,,,104,,,,,,,,"Bomb Tower Destroyed4",,,,,,,,"Bomb Tower Hit3","Bomb Tower Ammo3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BomberTower_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WallStraight",1,"TID_BUILDING_WALL","TID_WALL_INFO","Wall",,,"sc/buildings2.sc","secondVillage_wall_lvl1",,"generic_construction_state1",,0,0,0,0,"Gold2",1000,2,2,1,1,,"dummy_particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,1,,,,,,,,,,,,,,,"wall_lvl1_destroyed",,,,,,,,,,,,,"wall_destructed_lvl1",,,,,,,,,,,,,,,,,,,"Looping",,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,50,,,,,,,,,,,,,,,,,,
,2,,,,,,,"secondVillage_wall_lvl2",,,,0,0,0,0,,2000,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,,,,,,,,,,,,,,,,"wall_lvl2_destroyed",,,,,,,,,,,,,"wall_destructed_lvl2",,,,,,,,,,,,,,,,,,,"Looping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,"secondVillage_wall_lvl3",,,,0,0,0,0,,10000,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,,,,,,,,,,,,,,,,"wall_lvl2_destroyed",,,,,,,,,,,,,"wall_destructed_lvl2",,,,,,,,,,,,,,,,,,,"Looping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,"secondVillage_wall_lvl4",,,,0,0,0,0,,50000,4,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,,,,,,,,,,,,,,"wall_lvl2_destroyed",,,,,,,,,,,,,"wall_destructed_lvl2",,,,,,,,,,,,,,,,,,,"Looping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,"secondVillage_wall_lvl5",,,,0,0,0,0,,150000,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,,,,,,,,,,,,,,,,"wall_lvl2_destroyed",,,,,,,,,,,,,"wall_destructed_lvl2",,,,,,,,,,,,,,,,,,,"Looping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,"secondVillage_wall_lvl6",,,,0,0,0,0,,240000,6,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,,,,,,,,,,,,,,,,"wall_lvl2_destroyed",,,,,,,,,,,,,"wall_destructed_lvl2",,,,,,,,,,,,,,,,,,,"Looping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,"secondVillage_wall_lvl7",,,,0,0,0,0,,400000,7,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,,,,,,,,,,,,,,,,"wall_lvl2_destroyed",,,,,,,,,,,,,"wall_destructed_lvl2",,,,,,,,,,,,,,,,,,,"Looping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,"Elixir2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,,"secondVillage_wall_lvl8",,,,0,0,0,0,,600000,8,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,,,,,,,,,,,,,,,,"wall_lvl2_destroyed",,,,,,,,,,,,,"wall_destructed_lvl2",,,,,,,,,,,,,,,,,,,"Looping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,"Elixir2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,"secondVillage_wall_lvl9",,,,0,0,0,0,,800000,9,9,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3050,,,,,,,,,,,,,,,,"wall_lvl2_destroyed",,,,,,,,,,,,,"wall_destructed_lvl2",,,,,,,,,,,,,,,,,,,"Looping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,"Elixir2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,"secondVillage_wall_lvl10",,,,0,0,0,0,,1000000,10,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3350,,,,,,,,,,,,,,,,"wall_lvl2_destroyed",,,,,,,,,,,,,"wall_destructed_lvl2",,,,,,,,,,,,,,,,,,,"Synced",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,"Elixir2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
"Town Hall2",1,"TID_BUILDING_TOWN_HALL2","TID_TOWN_HALL2_INFO","Town Hall2","Resource",,"sc/buildings2.sc","new_TH_lvl1","new_TH_lvl1","town_hall_const",,0,0,0,0,"Gold2",0,,0,4,4,,"town_hall_upg",,,,,,,,,,,,50000,50000,,,,"TRUE",,,,,,,,,,,,,,,,,650,1,,,,,,,,,,,,,,,"Town Hall Destroyed",,,,,,,,,,,,,"destroyedBuilding_4m_base_woodpanel_yellow",3,3,,"townhall_base",,,,,,,,,,,,,,,,,,,"Town Hall 2 Pickup","Town Hall Placing",,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,1,,,,,,
,2,,,,,,,"new_TH_lvl2",,,,0,0,0,5,,3500,,1,,,,,,,,,,,,,,,,75000,75000,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"destroyedBuilding_4m_base_woodpanel_yellow",,,,"townhall_base",,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,"new_TH_lvl3",,,,0,1,0,0,,30000,,2,,,,,,,,,,,,,,,,100000,100000,,,,,,,,,,,,,,,,,,,,,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"destroyedBuilding_4m_base_woodpanel_yellow",,,,"townhall_base",,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,"new_TH_lvl4",,,,1,0,0,0,,200000,,3,,,,,,,,,,,,,,,,150000,150000,,,,,,,,,,,,,,,,,,,,,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"destroyedBuilding_4m_base_rockwoodpanel_yellow",,,,"townhall_base",,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,"new_TH_lvl5",,,,2,0,0,0,,400000,,4,,,,,,,,,,,,,,,,900000,900000,,,,,,,,,,,,,,,,,,,,,1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"destroyedBuilding_4m_base_rockwoodpanel_yellow",,,,"townhall_base",,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,"new_TH_lvl6",,,,3,0,0,0,,1200000,,5,,,,,,,,,,,,,,,,900000,900000,,,,,,,,,,,,,,,,,,,,,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"destroyedBuilding_4m_base_rockwoodpanel_yellow",,,,"townhall_base",,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,"new_TH_lvl7",,,,4,0,0,0,,1800000,,6,,,,,,,,,,,,,,,,1100000,1100000,,,,,,,,,,,,,,,,,,,,,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"destroyedBuilding_4m_base_rockwoodpanel_yellow",,,,"townhall_base",,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,,"new_TH_lvl8",,,,5,0,0,0,,2800000,,7,,,,,,,,,,,,,,,,1300000,1300000,,,,,,,,,,,,,,,,,,,,,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"destroyedBuilding_4m_base_rockwoodpanel_yellow",,,,"townhall_base",,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,"new_TH_lvl9",,,,6,0,0,0,,3800000,,8,,,,,,,,,,,,,,,,1500000,1500000,,,,,,,,,,,,,,,,,,,,,2450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"destroyedBuilding_4m_base_rockwoodpanel_yellow",,,,"townhall_base",,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,"new_TH_lvl10",,,,7,0,0,0,,4800000,,9,,,,,,,,,,,,,,,,1500000,1500000,,,,,,,,,,,,,,,,,,,,,2750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"destroyedBuilding_4m_base_rockwoodpanel_yellow",,,,"townhall_base",,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Elixir Pump2",1,"TID_BUILDING_ELIXIR_PUMP","TID_ELIXIR_PUMP_INFO","Resource",,,"sc/buildings.sc","elixir_pump_lvl1_v2",,"elixir_pump_const","elixir_pump_broken",0,0,10,0,"Gold2",1000,1,1,3,3,,"elixir_pump_upg",,,,,,,,,,,,,,,,,,,,,,,,"Elixir2",100000,24000,30,,,,,,,300,1,,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,,,,,"destroyedBuilding_3s_round_pit_woodglass",2,2,,"elixir_pump_base",,,,,,,,,,,,,,,,,,,"Elixir Pump Pickup","Elixir Pump Placing",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,245,245,255,0,0,10,,,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,
,2,,,,,,,"elixir_pump_lvl2_v2",,,,0,0,20,0,,5000,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000,28800,40,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"elixir_pump_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,"elixir_pump_lvl3_v2",,,,0,0,40,0,,10000,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,36000,50,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"elixir_pump_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,"elixir_pump_lvl4_v2",,,,0,2,0,0,,30000,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180000,43200,60,,,,,,,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"elixir_pump_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,"elixir_pump_lvl5_v2",,,,0,6,0,0,,60000,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210000,50400,70,,,,,,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"elixir_pump_lvl5_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,"elixir_pump_lvl6_v2",,,,1,0,0,0,,100000,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000,60000,80,,,,,,,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"elixir_pump_lvl5_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,"elixir_pump_lvl7_v2",,,,1,12,0,0,,200000,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,72000,100,,,,,,,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"elixir_pump_lvl5_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,,"elixir_pump_lvl8_v2",,,,2,0,0,0,,300000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350000,84000,120,,,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"elixir_pump_lvl5_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,"elixir_pump_lvl9_v2",,,,2,12,0,0,,400000,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000,96000,140,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"elixir_pump_lvl5_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,"elixir_pump_lvl10_v2",,,,3,0,0,0,,800000,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000,108000,160,,,,,,,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"elixir_pump_lvl5_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Elixir Storage2",1,"TID_BUILDING_ELIXIR_STORAGE","TID_ELIXIR_STORAGE_INFO","Resource",,,"sc/buildings.sc","elixir_storage_level1_v2",,"elixir_storage_const","alliance_castle_lvl1_broken",0,0,30,0,"Gold2",20000,3,3,3,3,,"elixir_storage_upg",,,,,,,,,,,,,70000,,,,,,,,,,,,,,,,,,,,,650,1,,,,,,,,,,,,,,,"Elixir Storage Destroyed",,,,,,,,,,,,,"elixir_destructed_state3",2,2,,"elixir_storage_lvl1_base",,,,,,,,,,,,,,,,,,,"Elixir Storage Pickup","Elixir Storage Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,245,245,255,0,0,10,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,
,2,,,,,,,"elixir_storage_level2_v2",,,,0,1,0,0,,80000,3,3,,,,"goldmine_upg",,,,,,,,,,,,,150000,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"elixir_storage_lvl2_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,"elixir_storage_level3_v2",,,,0,3,0,0,,200000,3,3,,,,"goldmine_upg",,,,,,,,,,,,,250000,,,,,,,,,,,,,,,,,,,,,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"elixir_storage_lvl3_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,"elixir_storage_level4_v2",,,,0,6,0,0,,300000,4,4,,,,"goldmine_upg",,,,,,,,,,,,,350000,,,,,,,,,,,,,,,,,,,,,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"elixir_storage_lvl4_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
